parish,ward,precinct,poll_place_name,poll_place_location,office,district,city
Bossier,3,1/1,PLAIN DEALING COMMUNITY CTR,109 S. COTTON BELT ST.,REP,10,PLAIN DEALING
Bossier,3,1/2,PLAIN DEALING LIBRARY,208 E. MARY LEE ST.,REP,10,PLAIN DEALING
Bossier,3,1/3,NORTHEAST FD #5 TRAINING CTR.,605 KILGORE ROAD,REP,10,PLAIN DEALING
Bossier,3,1/4,PLAIN DEALING HIGH SCHOOL,300 E VANCE ST,REP,10,PLAIN DEALING
Bossier,4,01A,PILGRIM HOME BAPTIST CHURCH,16258 HWY 157,REP,10,BENTON
Webster,0,1/1,SPRINGHILL CIVIC CENTER,101 MACHEN DR,REP,10,SPRINGHILL
Webster,0,01A,SPRINGHILL CIVIC CENTER,101 MACHEN DR,REP,10,SPRINGHILL
Webster,0,1/2,SPRINGHILL CIVIC CENTER,101 MACHEN DR,REP,10,SPRINGHILL
Webster,0,1/3,SPRINGHILL CIVIC CENTER,101 MACHEN DR,REP,10,SPRINGHILL
Webster,0,1/5,SPRINGHILL CIVIC CENTER,101 MACHEN DR,REP,10,SPRINGHILL
Webster,0,1/6,CULLEN MUNICIPAL BUILDING,405 COYLE AVE,REP,10,CULLEN
Webster,0,1/8,SAREPTA COMMUNITY BUILDING,210 VINES ST,REP,10,SAREPTA
Webster,0,1/9,NEW SHONGALOO CIVIC CENTER,119 HIGHWAY ALT 2,REP,10,SHONGALOO
Webster,0,09A,NEW SHONGALOO CIVIC CENTER,119 HIGHWAY ALT 2,REP,10,SHONGALOO
Webster,0,1/10,NEW SHONGALOO CIVIC CENTER,119 HIGHWAY ALT 2,REP,10,SHONGALOO
Webster,0,1/11,SAREPTA COMMUNITY BUILDING,210 VINES ST,REP,10,SAREPTA
Webster,0,1/12,NORTH WEBSTER UPPER ELEMENTARY,6245 HWY 160,REP,10,COTTON VALLEY
Webster,0,1/13,NORTH WEBSTER UPPER ELEMENTARY,6245 HWY 160,REP,10,COTTON VALLEY
Webster,0,1/14,EVERGREEN VOLUNTEER FIRE DEPARTMENT,1853 EVERGREEN RD,REP,10,MINDEN
Webster,0,1/15,PLEASANT VALLEY UMC ACTIVITIES BLDG,16835 HWY 371,REP,10,MINDEN
Webster,0,1/16,MINDEN COMMUNITY HOUSE,711 GLADNEY ST,REP,10,MINDEN
Webster,0,1/17,JE HARPER PTE SCHOOL,618 GERMANTOWN RD,REP,10,MINDEN
Webster,0,17A,JE HARPER PTE SCHOOL,618 GERMANTOWN RD,REP,10,MINDEN
Webster,0,1/18,WEBSTER COURTHOUSE ANNEX (WEST ENTRANCE),401 MAIN ST,REP,10,MINDEN
Webster,0,18A,WEBSTER COURTHOUSE ANNEX (WEST ENTRANCE),401 MAIN ST,REP,10,MINDEN
Webster,0,1/22,MINDEN CIVIC CENTER,520 BROADWAY ST,REP,10,MINDEN
Webster,0,22A,MINDEN CIVIC CENTER,520 BROADWAY ST,REP,10,MINDEN
Webster,0,1/25,PHILLIPS ELEMENTARY SCHOOL,811 DURWOOD DR,REP,10,MINDEN
Webster,0,25A,PHILLIPS ELEMENTARY SCHOOL,811 DURWOOD DR,REP,10,MINDEN
Webster,0,1/26,MINDEN CIVIC CENTER,520 BROADWAY ST,REP,10,MINDEN
Webster,0,1/27,MINDEN CIVIC CENTER,520 BROADWAY ST,REP,10,MINDEN
Webster,0,1/28,MINDEN COMMUNITY HOUSE,711 GLADNEY ST,REP,10,MINDEN
Webster,0,1/29,JE HARPER PTE SCHOOL,618 GERMANTOWN RD,REP,10,MINDEN
Webster,0,1/31,MINDEN COMMUNITY HOUSE,711 GLADNEY ST,REP,10,MINDEN
Webster,0,2/1,DUBBERLY FIRE STATION,838 HWY 532,REP,10,DUBBERLY
Webster,0,2/2,MINDEN CIVIC CENTER,520 BROADWAY ST,REP,10,MINDEN
Webster,0,2/3,MINDEN CIVIC CENTER,520 BROADWAY ST,REP,10,MINDEN
Webster,0,2/4,SIBLEY CIVIC CENTER,127 SE FOURTH AVE,REP,10,SIBLEY
Webster,0,2/5,DUBBERLY FIRE STATION,838 HWY 532,REP,10,DUBBERLY
Webster,0,2/7,HEFLIN CIVIC CENTER,116 N MAIN ST,REP,10,HEFLIN
Webster,0,2/8,HEFLIN CIVIC CENTER,116 N MAIN ST,REP,10,HEFLIN
Webster,0,2/9,SIBLEY CIVIC CENTER,127 SE FOURTH AVE,REP,10,SIBLEY
Webster,0,2/10,DOYLINE HIGH SCHOOL,376 COLLEGE ST,REP,10,DOYLINE
Webster,0,2/11,DOYLINE HIGH SCHOOL,376 COLLEGE ST,REP,10,DOYLINE
Webster,0,2/12,"FIRE DIST #7, FIRE ST #5",11217 HWY 80,REP,10,MINDEN
Bienville,1,1/1,BIENVILLE PARISH COURTHOUSE,100 COURTHOUSE DR,REP,11,ARCADIA
Bienville,1,1/2,BIENVILLE PARISH COURTHOUSE,100 COURTHOUSE DR,REP,11,ARCADIA
Bienville,1,1/7,BIENVILLE PARISH COURTHOUSE,100 COURTHOUSE DR,REP,11,ARCADIA
Bienville,2,1/1,BIENVILLE PARISH COURTHOUSE,100 COURTHOUSE DR,REP,11,ARCADIA
Bienville,2,1/2,BIENVILLE PARISH COURTHOUSE,100 COURTHOUSE DR,REP,11,ARCADIA
Bienville,2,1/3,BIENVILLE PARISH COURTHOUSE,100 COURTHOUSE DR,REP,11,ARCADIA
Bienville,3,1/1,GIBSLAND CITY HALL,2463 MAIN ST,REP,11,GIBSLAND
Bienville,3,1/2,GIBSLAND FIRE STATION,2370 MAIN ST,REP,11,GIBSLAND
Bienville,3,1/3,TAYLOR VOTING BLDG,127 WOODARD WALKER RD,REP,11,TAYLOR
Bienville,3,1/6,BIENVILLE PARISH COURTHOUSE,100 COURTHOUSE DR,REP,11,ARCADIA
Bienville,3,1/7,BIENVILLE PARISH COURTHOUSE,100 COURTHOUSE DR,REP,11,ARCADIA
Claiborne,0,1/1,FIRE DISTRICT 6 - SUMMERFIELD STATION,12125 HWY 2 ALT,REP,11,BERNICE
Claiborne,0,1/3,NEW CLAIBORNE PARISH FAIR BLDG,1563 FAIRGROUNDS DR,REP,11,HAYNESVILLE
Claiborne,0,1/5,NEW VILLAGE HALL,15327 HWY 9,REP,11,ATHENS
Claiborne,0,1/7,CROSSROADS COMMUNITY CENTER,3494 HWY 519,REP,11,ATHENS
Claiborne,0,1/8,HOMER CITY HALL,400 EAST MAIN ST,REP,11,HOMER
Claiborne,0,1/10,LISBON COMMUNITY CENTER,131 HEBRON RD,REP,11,LISBON
Claiborne,0,11A,LISBON COMMUNITY CENTER,131 HEBRON RD,REP,11,LISBON
Claiborne,0,1/21,NEW CLAIBORNE PARISH FAIR BLDG,1563 FAIRGROUNDS DR,REP,11,HAYNESVILLE
Claiborne,0,1/31,NEW CLAIBORNE PARISH FAIR BLDG,1563 FAIRGROUNDS DR,REP,11,HAYNESVILLE
Claiborne,0,2/3,NEW CLAIBORNE PARISH FAIR BLDG,1563 FAIRGROUNDS DR,REP,11,HAYNESVILLE
Claiborne,0,2/4,NEW CLAIBORNE PARISH FAIR BLDG,1563 FAIRGROUNDS DR,REP,11,HAYNESVILLE
Claiborne,0,2/5,NEW CLAIBORNE PARISH FAIR BLDG,1563 FAIRGROUNDS DR,REP,11,HAYNESVILLE
Claiborne,0,2/6,NEW CLAIBORNE PARISH FAIR BLDG,1563 FAIRGROUNDS DR,REP,11,HAYNESVILLE
Claiborne,0,2/10,HARRIS COMMUNITY CENTER,2800 HARRIS RD,REP,11,MINDEN
Claiborne,0,2/11,HARRIS COMMUNITY CENTER,2800 HARRIS RD,REP,11,MINDEN
Claiborne,0,2/20,NEW VILLAGE HALL,15327 HWY 9,REP,11,ATHENS
Claiborne,0,3/21,LISBON COMMUNITY CENTER,131 HEBRON RD,REP,11,LISBON
Claiborne,0,84A,HOMER CITY HALL,400 EAST MAIN ST,REP,11,HOMER
Claiborne,0,3/25,HOMER CITY HALL,400 EAST MAIN ST,REP,11,HOMER
Claiborne,0,3/27,HOMER CITY HALL,400 EAST MAIN ST,REP,11,HOMER
Claiborne,0,3/28,HOMER CITY HALL,400 EAST MAIN ST,REP,11,HOMER
Claiborne,0,3/31,JUNCTION CITY MAYOR'S OFFICE,106 WEST THIRD ST,REP,11,JUNCTION CITY
Claiborne,0,4/1,HOMER CITY HALL,400 EAST MAIN ST,REP,11,HOMER
Claiborne,0,4/2,HOMER CITY HALL,400 EAST MAIN ST,REP,11,HOMER
Claiborne,0,4/5,HOMER CITY HALL,400 EAST MAIN ST,REP,11,HOMER
Lincoln,1,1/1,GRAMBLING CITY HALL,127 KING ST,REP,11,GRAMBLING
Lincoln,1,1/2,MT OLIVE FIRE STATION,422 GARR RD,REP,11,RUSTON
Lincoln,1,1/3,MCLANE RECREATION CENTER,601 JAMES ST,REP,11,RUSTON
Lincoln,2,1/1,GRAMBLING CITY HALL,127 KING ST,REP,11,GRAMBLING
Lincoln,3,1/1,SIMSBORO HIGH SCHOOL,114 TIGER DR,REP,11,SIMSBORO
Lincoln,3,1/3,SIMSBORO HIGH SCHOOL,114 TIGER DR,REP,11,SIMSBORO
Lincoln,9,1/1,LP SCHOOL BOARD MEDIA CENTER,504 E ARIZONA AVE,REP,11,RUSTON
Lincoln,9,1/2,LP SCHOOL BOARD MEDIA CENTER,504 E ARIZONA AVE,REP,11,RUSTON
Lincoln,9,1/3,CYPRESS SPRINGS ELEMENTARY SCHOOL,1040 SARATOGA ST.,REP,11,RUSTON
Lincoln,10,1/1,RUSTON PUBLIC WORKS COMPLEX,701 E TENNESSEE AVE,REP,11,RUSTON
Lincoln,10,1/2,RUSTON PUBLIC WORKS COMPLEX,701 E TENNESSEE AVE,REP,11,RUSTON
Lincoln,10,1/4,GREENWOOD RECREATION CENTER,1306 CORNELL AVE,REP,11,RUSTON
Lincoln,10,1/5,GREENWOOD RECREATION CENTER,1306 CORNELL AVE,REP,11,RUSTON
Lincoln,10,1/6,I A LEWIS SCHOOL,1000 MITCHELL AVE,REP,11,RUSTON
Lincoln,11,1/1,I A LEWIS SCHOOL,1000 MITCHELL AVE,REP,11,RUSTON
Lincoln,11,1/3,I A LEWIS SCHOOL,1000 MITCHELL AVE,REP,11,RUSTON
Lincoln,11,1/4,CATHERINE'S DANCE STUDIO,131 R W E JONES DR,REP,11,GRAMBLING
Lincoln,11,1/5,I A LEWIS SCHOOL,1000 MITCHELL AVE,REP,11,RUSTON
Lincoln,12,1/1,CYPRESS SPRINGS ELEMENTARY SCHOOL,1040 SARATOGA ST.,REP,11,RUSTON
Lincoln,12,1/2,CYPRESS SPRINGS ELEMENTARY SCHOOL,1040 SARATOGA ST.,REP,11,RUSTON
Lincoln,12,1/3,CYPRESS SPRINGS ELEMENTARY SCHOOL,1040 SARATOGA ST.,REP,11,RUSTON
Lincoln,12,1/4,CYPRESS SPRINGS ELEMENTARY SCHOOL,1040 SARATOGA ST.,REP,11,RUSTON
Lincoln,12,1/6,CYPRESS SPRINGS ELEMENTARY SCHOOL,1040 SARATOGA ST.,REP,11,RUSTON
Lincoln,3,1/2,GREENWOOD CLUB HOUSE,886 MITCHAM ORCHARD RD,REP,12,RUSTON
Lincoln,3,1/4,NOBLES SCHOOL FIRE STATION,440 NOBLES SCHOOL RD,REP,12,DUBACH
Lincoln,3,1/5,VIENNA TOWN HALL,5168 HWY 167 NORTH,REP,12,RUSTON
Lincoln,3,1/6,GREENWOOD CLUB HOUSE,886 MITCHAM ORCHARD RD,REP,12,RUSTON
Lincoln,4,1/1,DUBACH TOWN HALL,7833 ANNIE LEE ST,REP,12,DUBACH
Lincoln,4,1/2,DUBACH FIRE STATION,118 SMITH ST,REP,12,DUBACH
Lincoln,4,1/3,MINERAL SPRINGS FIRE STATION,4428 HWY 822,REP,12,DUBACH
Lincoln,4,1/4,COLVIN MEMORIAL,6598 HWY 822,REP,12,DUBACH
Lincoln,4,1/5,HICO FIRE STATION,747 HIGHWAY 152,REP,12,DUBACH
Lincoln,4,1/6,MINERAL SPRINGS FIRE STATION,4428 HWY 822,REP,12,DUBACH
Lincoln,5,1/1,CHOUDRANT HIGH SCHOOL,2555 HWY 80 EAST,REP,12,CHOUDRANT
Lincoln,5,1/2,SIBLEY FIRE STATION,132 HIGHWAY 821,REP,12,CHOUDRANT
Lincoln,5,1/3,CHANDLER ROAD FIRE STATION,985 CHANDLER RD,REP,12,RUSTON
Lincoln,5,1/4,CHOUDRANT HIGH SCHOOL,2555 HWY 80 EAST,REP,12,CHOUDRANT
Lincoln,6,1/1,GLENVIEW ELEMENTARY SCHOOL,1601 BITTERSWEET AVE,REP,12,RUSTON
Lincoln,6,1/2,GLENVIEW ELEMENTARY SCHOOL,1601 BITTERSWEET AVE,REP,12,RUSTON
Lincoln,6,1/3,GLENVIEW ELEMENTARY SCHOOL,1601 BITTERSWEET AVE,REP,12,RUSTON
Lincoln,6,1/4,RUSTON CIVIC CENTER,401 N TRENTON ST,REP,12,RUSTON
Lincoln,6,1/5,MCLANE RECREATION CENTER,601 JAMES ST,REP,12,RUSTON
Lincoln,6,1/6,MCLANE RECREATION CENTER,601 JAMES ST,REP,12,RUSTON
Lincoln,7,1/1,HILLCREST ELEMENTARY SCHOOL,301 E KENTUCKY AVE,REP,12,RUSTON
Lincoln,7,1/2,HILLCREST ELEMENTARY SCHOOL,301 E KENTUCKY AVE,REP,12,RUSTON
Lincoln,8,1/1,RUSTON CIVIC CENTER,401 N TRENTON ST,REP,12,RUSTON
Lincoln,8,1/2,CHANDLER ROAD FIRE STATION,985 CHANDLER RD,REP,12,RUSTON
Lincoln,8,1/3,LP SCHOOL BOARD MEDIA CENTER,504 E ARIZONA AVE,REP,12,RUSTON
Lincoln,9,1/4,LP SCHOOL BOARD MEDIA CENTER,504 E ARIZONA AVE,REP,12,RUSTON
Lincoln,10,1/3,RUSTON PUBLIC WORKS COMPLEX,701 E TENNESSEE AVE,REP,12,RUSTON
Union,0,1/1,NEW DIRECTION CHRISTIAN OUT CEN,209 E 4TH ST,REP,12,JUNCTION CITY
Union,0,1/2,LILLIE TOWN HALL,111 HWY 15,REP,12,LILLIE
Union,0,1/3,MCDANIEL RECREATION CENTER,211 WILLOW ST,REP,12,BERNICE
Union,0,1/4,SPEARSVILLE TOWN HALL,2511 HWY 3121,REP,12,SPEARSVILLE
Union,0,1/5,BERNICE TOWN HALL,403 EAST FOURTH ST,REP,12,BERNICE
Union,0,05A,BERNICE TOWN HALL,403 EAST FOURTH ST,REP,12,BERNICE
Union,0,1/6,SHILOH BAPT CHUR FELLOWSHIP HA,12841 HWY 2,REP,12,BERNICE
Union,0,1/7,FARMERVILLE FIRE STATION #5,5459 HWY 15,REP,12,FARMERVILLE
Union,0,1/8,LARAN VOTING BUILDING,1329 HWY 550,REP,12,LARAN
Union,0,1/9,LARAN VOTING BUILDING,1329 HWY 550,REP,12,LARAN
Union,0,1/10,TRUXNO VOTING BUILDING,2670 HWY 549,REP,12,TRUXNO
Union,0,1/11,C & W TIRE STORE,7710 HWY 33,REP,12,FARMERVILLE
Union,0,11A,C & W TIRE STORE,7710 HWY 33,REP,12,FARMERVILLE
Union,0,1/12,COOPERATION EXT AUDITORIUM,210 E WATER ST,REP,12,FARMERVILLE
Union,0,1/13,PARISH HEALTH UNIT BUILDING,1002 MARION HWY,REP,12,FARMERVILLE
Union,0,1/14,COOPERATION EXT AUDITORIUM,210 E WATER ST,REP,12,FARMERVILLE
Union,0,1/15,PARISH HEALTH UNIT BUILDING,1002 MARION HWY,REP,12,FARMERVILLE
Union,0,1/16,SARDIS BAPTIST CHURCH,367 SARDIS CHURCH RD,REP,12,FARMERVILLE
Union,0,1/17,WARD 5 FIRE STATION,11616 LA-15,REP,12,DOWNSVILLE
Union,0,1/18,MT ARARAT RECREATION CTR,792 HWY 552,REP,12,DOWNSVILLE
Union,0,1/19,POINT-WILHITE FIRE STATION,2393 HWY 552,REP,12,POINT
Union,0,1/20,POINT-WILHITE FIRE STATION,2393 HWY 552,REP,12,POINT
Union,0,1/22,PARISH HEALTH UNIT BUILDING,1002 MARION HWY,REP,12,FARMERVILLE
Union,0,1/23,ANTIOCH BAPTIST CHURCH FELLOWSHIP HALL,3501 HWY 828,REP,12,FARMERVILLE
Union,0,1/24,MARION FIRE STATION,102 GAYLE ST.,REP,12,MARION
Union,0,1/26,MARION FIRE STATION,102 GAYLE ST.,REP,12,MARION
Union,0,1/27,LINVILLE FIRE STATION OFFICE,2222 HWY 143,REP,12,LINVILLE
Union,0,1/28,SPENCER FIRE STATION,6439 HWY 143,REP,12,SPENCER
Union,0,28A,SPENCER FIRE STATION,6439 HWY 143,REP,12,SPENCER
Union,0,1/29,PLEASANT HILL BAPTIST CHURCH FELLOWSHIP,10267 HWY 143,REP,12,ROCKY BRANCH
Bienville,1,1/3,SARDIS VOTING BLDG,12542 HWY 507,REP,13,SIMSBORO
Bienville,1,1/4,N. BIENVILLE FIRE DIST STAT #1,22859 HWY 9,REP,13,BRYCELAND
Bienville,1,1/5,N. BIENVILLE FIRE DIST STAT #1,22859 HWY 9,REP,13,BRYCELAND
Bienville,1,1/6,MT OLIVE VOTING BLDG,7003 HWY 147,REP,13,NEAR QUITMAN
Bienville,3,1/4,FRYEBURG FIRE STATION,1566 HWY 516,REP,13,FRYEBURG COMMUNITY
Bienville,3,1/5,KEPLER-SAILES FIRE STATION,7873 HWY 154,REP,13,JAMESTOWN
Bienville,4,1/1,BIEN PAR COURTHOUSE ANNEX,2145 MILL ST,REP,13,RINGGOLD
Bienville,4,1/2,FRYEBURG FIRE STATION,1566 HWY 516,REP,13,FRYEBURG COMMUNITY
Bienville,4,1/3,BIEN PAR COURTHOUSE ANNEX,2145 MILL ST,REP,13,RINGGOLD
Bienville,5,1/1,BIEN PAR COURTHOUSE ANNEX,2145 MILL ST,REP,13,RINGGOLD
Bienville,5,1/2,BIEN PAR COURTHOUSE ANNEX,2145 MILL ST,REP,13,RINGGOLD
Bienville,5,1/3,JAMESTOWN CITY HALL,4219 E FRONT ST,REP,13,JAMESTOWN
Bienville,5,1/4,KEPLER-SAILES FIRE STATION,7873 HWY 154,REP,13,JAMESTOWN
Bienville,6,1/1,SALINE BRANCH LIBRARY,1434 4TH STREET,REP,13,SALINE
Bienville,6,1/2,NEW RAMAH VOTING BLDG,3200 HWY 153,REP,13,CASTOR
Bienville,6,1/3,CASTOR CITY HALL,126 FRONT ST,REP,13,CASTOR
Bienville,6,1/4,ROYTOWN VOTING BLDG,837 HWY 153,REP,13,CASTOR
Bienville,6,1/5,KEPLER-SAILES FIRE STATION,7873 HWY 154,REP,13,JAMESTOWN
Bienville,7,1/1,BIENVILLE CITY HALL,564 MAIN ST,REP,13,BIENVILLE
Bienville,7,1/2,LUCKY TOWN HALL,13132 HWY 4,REP,13,LUCKY
Bienville,7,1/3,SALINE BRANCH LIBRARY,1434 4TH STREET,REP,13,SALINE
Bienville,7,1/4,SHADY GROVE RECREATION DISTRICT,10896 HWY 501,REP,13,SALINE
Jackson,0,1/1,QUITMAN HIGH SCHOOL,181 WOLVERINE DR,REP,13,QUITMAN
Jackson,0,1/2,QUITMAN HIGH SCHOOL,181 WOLVERINE DR,REP,13,QUITMAN
Jackson,0,1/3,QUITMAN HIGH SCHOOL,181 WOLVERINE DR,REP,13,QUITMAN
Jackson,0,1/4,CLAY FIRE STATION,131 HWY 148,REP,13,RUSTON
Jackson,0,1/5,WARD 2 FIRE HOUSE,189 VERNON-EROS RD,REP,13,RUSTON
Jackson,0,05A,WARD 2 FIRE HOUSE,189 VERNON-EROS RD,REP,13,RUSTON
Jackson,0,1/6,EROS VILLAGE HALL,9890 HWY 34,REP,13,EROS
Jackson,0,06A,EROS VILLAGE HALL,9890 HWY 34,REP,13,EROS
Jackson,0,1/7,EROS VILLAGE HALL,9890 HWY 34,REP,13,EROS
Jackson,0,1/8,CHATHAM TOWN HALL,1709 OAK ST,REP,13,CHATHAM
Jackson,0,08A,CHATHAM TOWN HALL,1709 OAK ST,REP,13,CHATHAM
Jackson,0,1/9,CHATHAM TOWN HALL,1709 OAK ST,REP,13,CHATHAM
Jackson,0,1/10,WARD FOUR FIRE STATION,261 HWY 505,REP,13,JONESBORO
Jackson,0,10A,WARD FOUR FIRE STATION,261 HWY 505,REP,13,JONESBORO
Jackson,0,1/11,WARD FOUR FIRE STATION,261 HWY 505,REP,13,JONESBORO
Jackson,0,11A,WARD FOUR FIRE STATION,261 HWY 505,REP,13,JONESBORO
Jackson,0,1/13,MCDONALD RECREATION CENTER,400 JEFFRESS ST,REP,13,JONESBORO
Jackson,0,13A,MCDONALD RECREATION CENTER,400 JEFFRESS ST,REP,13,JONESBORO
Jackson,0,1/15,NORTH HODGE VILLAGE HALL,5204 QUITMAN HWY,REP,13,QUITMAN
Jackson,0,1/16,EAST HODGE VILLAGE HALL,6011 MAIN ST,REP,13,EAST HODGE
Jackson,0,1/17,HODGE TOWN HALL,406 W. CENTRAL ST.,REP,13,HODGE
Jackson,0,17A,HODGE TOWN HALL,406 W. CENTRAL ST.,REP,13,HODGE
Jackson,0,1/18,HODGE TOWN HALL,406 W. CENTRAL ST.,REP,13,HODGE
Jackson,0,19A,JONESBORO-HODGE HIGH SCHOOL,225 PERSHING HWY,REP,13,JONESBORO
Jackson,0,19AI,JONESBORO-HODGE HIGH SCHOOL,225 PERSHING HWY,REP,13,JONESBORO
Jackson,0,1/20,HARVEY PLACE (JONESBORO HOUSING AUTH),839 HARVEY PL,REP,13,JONESBORO
Jackson,0,20A,HARVEY PLACE (JONESBORO HOUSING AUTH),839 HARVEY PL,REP,13,JONESBORO
Jackson,0,1/22,JONESBORO-HODGE JR HIGH SCHOOL,440 OLD WINNFIELD RD,REP,13,JONESBORO
Jackson,0,1/25,JONESBORO-HODGE ELEM,2105 SOUTH POLK AVE,REP,13,JONESBORO
Jackson,0,25A,JONESBORO-HODGE ELEM,2105 SOUTH POLK AVE,REP,13,JONESBORO
Jackson,0,25B,JONESBORO-HODGE ELEM,2105 SOUTH POLK AVE,REP,13,JONESBORO
Natchitoches,1,1/2,MASONIC LODGE,110 MASONIC DR,REP,13,NATCHITOCHES
Natchitoches,2,1/1,ASHLAND CITY HALL,521 HWY 153,REP,13,ASHLAND
Natchitoches,2,1/2,NAT PARISH GOV READHIMER VOTING BLDG,1055 LA HWY 9,REP,13,SALINE
Natchitoches,2,1/3,GOLDONNA CITY HALL,3159 MAIN ST,REP,13,GOLDONNA
Natchitoches,2,1/4,BISHOP FRIEND PARISH HALL,2443 HWY 1226,REP,13,NATCHITOCHES
Natchitoches,2,1/5,CRESTON BAPTIST CHURCH,5315 HWY 9,REP,13,CRESTON
Natchitoches,2,1/6,CAMPTI POLICE JURY VOT BLDG,1017 HWY 71 NORTH,REP,13,CAMPTI
Natchitoches,2,1/7,CLARENCE TOWN HALL,6004 HWY 71,REP,13,CLARENCE
Natchitoches,2,07A,CLARENCE TOWN HALL,6004 HWY 71,REP,13,CLARENCE
Natchitoches,2,1/8,CAMPTI COMM BUILDING,201 EDENBORN ST,REP,13,CAMPTI
Natchitoches,2,1/9,FAIRVIEW SCHOOL,1439 HWY 71,REP,13,CAMPTI
Winn,1,1/1,WINNFIELD PRIMARY SCHOOL - LITTLE GYM,401 S. ST. JOHN ST.,REP,13,WINNFIELD
Winn,1,1/3,ATLANTA TOWN HALL,176 COLLIER ST,REP,13,ATLANTA
Winn,1,1/5,ST MAURICE FIRE STATION,8556 HWY 71,REP,13,NATCHITOCHES
Winn,2,1/1,WINNFLD PRIMARY SCH CAFETERIA,401 S ST JOHN ST,REP,13,WINNFIELD
Winn,2,1/3,WINNFIELD KINDERGARTEN SCHOOL,1607 MAPLE ST,REP,13,WINNFIELD
Winn,3,1A,WINNFLD PRIMARY SCH CAFETERIA,401 S ST JOHN ST,REP,13,WINNFIELD
Winn,3,1B,WINNFLD PRIMARY SCH CAFETERIA,401 S ST JOHN ST,REP,13,WINNFIELD
Winn,3,1/2,WINNFIELD SR HIGH AUDITORIUM,631 THOMAS MILL RD,REP,13,WINNFIELD
Winn,3,1/3,SALINE LAKE FIRE STATION,334 COLLINS CAMP RD,REP,13,WINNFIELD
Winn,4,1/1,WINNFIELD SR HIGH AUDITORIUM,631 THOMAS MILL RD,REP,13,WINNFIELD
Winn,4,1/2,CYPRESS CREEK VOTING BUILDING,2365 HWY 505,REP,13,DODSON
Winn,4,1/3,CALVIN LIBRARY,255 SECOND ST,REP,13,CALVIN
Winn,4,1/5,BREWTONS MILL FIRE STATION,1154 HWY 501,REP,13,GOLDONNA
Winn,5,1/1,WINNFIELD SR HIGH AUDITORIUM,631 THOMAS MILL RD,REP,13,WINNFIELD
Winn,5,1/2,DODSON TOWN HALL,205 E GRESHAM ST,REP,13,DODSON
Winn,5,1/3,CYPRESS CREEK VOTING BUILDING,2365 HWY 505,REP,13,DODSON
Winn,5,1/5,SIKES FIRE STATION,115 FRONT ST,REP,13,SIKES
Winn,6,1/1,NEW WINN PARISH LIBRARY,200 NORTH ST JOHN ST,REP,13,WINNFIELD
Winn,6,1A,NEW WINN PARISH LIBRARY,200 NORTH ST JOHN ST,REP,13,WINNFIELD
Winn,6,1/3,JOYCE VOTING BUILDING,7007 HWY 84 EAST,REP,13,WINNFIELD
Winn,6,1/6,SIKES FIRE STATION,115 FRONT ST,REP,13,SIKES
Winn,7,1/1,WINNFIELD KINDERGARTEN SCHOOL,1607 MAPLE ST,REP,13,WINNFIELD
Winn,7,1A,ATLANTA TOWN HALL,176 COLLIER ST,REP,13,ATLANTA
Winn,7,1/2,JORDAN HILL FIRE STATION,1690 HWY 472,REP,13,WINNFIELD
Winn,7,2A,WINNFIELD KINDERGARTEN SCHOOL,1607 MAPLE ST,REP,13,WINNFIELD
Winn,7,1/7,WARD 2 FIRE STATION,104 COUCH RD,REP,13,TULLOS
Ouachita,0,1/1,OUACHITA CHRISTIAN SCHOOL,7065 HWY 165 N,REP,14,MONROE
Ouachita,0,01A,OUACHITA CHRISTIAN SCHOOL,7065 HWY 165 N,REP,14,MONROE
Ouachita,0,1/2,STERLINGTON RECREATION CENTER,709 FRANCES AVE,REP,14,STERLINGTON
Ouachita,0,1/4,OUACHITA CHRISTIAN SCHOOL,7065 HWY 165 N,REP,14,MONROE
Ouachita,0,1/5,OSTERLAND RECREATIONAL CENTER,710 HOLLAND DR,REP,14,MONROE
Ouachita,0,1/6,SWARTZ RECREATION CENTER,701 LINCOLN HILL DR,REP,14,SWARTZ
Ouachita,0,1/7,SWARTZ RECREATION CENTER,701 LINCOLN HILL DR,REP,14,SWARTZ
Ouachita,0,2/5,KIROLI ELEMENTARY SCHOOL,700 KIROLI RD,REP,14,WEST MONROE
Ouachita,0,2/11,HIGHLAND ELEMENTARY SCHOOL,1501 WELLERMAN RD,REP,14,WEST MONROE
Ouachita,0,2/12,KIROLI ELEMENTARY SCHOOL,700 KIROLI RD,REP,14,WEST MONROE
Ouachita,0,2/19,KIROLI ELEMENTARY SCHOOL,700 KIROLI RD,REP,14,WEST MONROE
Ouachita,0,2/28,NEVILLE JUNIOR HIGH SCHOOL,1600 NORTH 19TH ST,REP,14,MONROE
Ouachita,0,2/29,SAUL ADLER RECREATION CENTER,3900 WESTMINISTER AVE,REP,14,MONROE
Ouachita,0,3/1,AMERICAN LEGION HALL,401 FORSYTHE AVE,REP,14,MONROE
Ouachita,0,3/2,NEVILLE JUNIOR HIGH SCHOOL,1600 NORTH 19TH ST,REP,14,MONROE
Ouachita,0,3/3,J S CLARK MAGNET SCHOOL,1202 BREARD ST,REP,14,MONROE
Ouachita,0,3/4,SAUL ADLER RECREATION CENTER,3900 WESTMINISTER AVE,REP,14,MONROE
Ouachita,0,3/11,ST PAUL'S UNITED METHODIST CHU,1901 LEXINGTON AVE,REP,14,MONROE
